First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
They gave me a big illustrated book on African animals.,2.8396667208409316,They gave me a book on the history of the computer.,3.2025505881291227
She ended up making a bad grade on the assignment.,2.3917974929409818,She played basketball with her friends all afternoon.,2.631106013973155
The young boy went home disappointed.,2.6800725300732973,The coach offered the boy the starting pitcher position.,2.3680927751298033
Sarah began to watch tv.,2.6676071826962646,Sarah found spoiled milk on her desk.,2.5429262887133266
Mark hoped the procedure would stop his dental pain.,1.5644315381448362,Mark's coworker told him he wasn't going to vote in the election.,2.167051230309152
Lulu turned off the dishwasher.,2.2755198875769524,Lulu turned on the dishwasher.,2.178473831725261
Bill was proud of his work.,2.591331494881874,Bill searched for the cows.,2.182212563919372
"He agreed,",3.030903193872374,Terry's sister decided to get surgery on her thumb.,2.694473107940761
Mary's boss is happy with her sale.,2.0418024523854594,Mary is sad she sold a car.,1.7902494682507075
Brie was glad they had become friends.,2.556278402112067,Brie hated cheese.,2.6571568360052265
He installed a beautiful new kitchen floor for his home.,2.21334569952016,Tim returned the tiles to the store the next day.,2.2696002452427
Dave checks the internet for more concerts the he will like.,2.3956197573168323,Dave took control of the helicopter and landed on the field.,2.6966734865092152
They rejoiced at the sight.,2.781144584634009,They mourned for losses.,2.602168177261114
Joe eventually won the fight.,2.537254745965019,Joe finished the fight with no cuts or injuries.,2.5960519096112917
Jimmy felt sick to his stomach.,2.715005592065851,Jimmy ate another chip from the bag.,2.581484317702308
My son and I did not do well.,2.28986419630938,My son was happy that we won.,2.1948130588032453
He eventually made the team.,2.3793135807315675,He decided not to try out for the team.,2.4297538110597663
Harry was glad he saw the movie with his friends.,2.573484481011703,Harry really liked the movie.,2.498055195063505
"He was fired that same day, and walked out of the building.",2.8022818645184775,He realized he would fit in perfectly at the new job.,2.7160439768837663
Ellen was horribly afraid.,2.0958411226969735,Ellen felt really calm.,2.1558156987594033
Pearl's sister hoped to please her.,2.543442392517132,Pearl's sister was seeking revenge.,2.5141553293921945
Anna watched the sea life and thought about the wonder of nature.,2.258151425437397,Anna felt disappointed by her trip to the shore.,2.512829479628277
Brianna hated s'mores.,3.115196253251055,Brianna loved s'mores.,3.1177136342127394
Shay was finally found weeks later in the woods.,2.4557653337253855,Shay felt overwhelming relief.,2.546906961024154
They figured out which restaurant it was.,2.162426700590065,They went back to eat at the same restaurant.,2.023874365806702
Arnold was calm and happy to the see the bird.,2.783468880696592,Arnold screamed in terror!,2.900968222473298
To cheer him up Kip's parents took him to Florida.,2.4377768597894214,Kip dreamed of snowflakes.,2.442561014795754
They praised him.,2.657610596314801,The bully was expelled.,2.2509554556258973
"She traveled home to see Sam, and they missed each other!",1.5447507660360449,"She broke up with Sam, leaving him heartbroken.",1.6526358289749552
Joey hated camping.,2.476638024973038,Then he roasted marshmallows.,2.403210825789703
She ate a huge lunch.,2.666266860137304,She threw up in the toilet.,2.4501571561840407
Everyone was impressed that Jason had become bilingual.,1.9614303060047975,Jason's best friend was not impressed.,2.096907968027079
She was mad because Todd wouldn't stop talking.,1.8688815019288967,She decided not to speak to Todd either.,1.9788189442978674
We hate parties.,2.2079564390235804,We had a great time!,1.890219141296353
They handed them around to all the neighbors.,2.5774195137344997,They gave all the hamburgers to passerby.,2.560834973850462
School stayed open longer than usual.,2.7247999882662137,School was cancelled.,2.7889243344391748
Larry was mad about his score.,2.4264085618528863,Larry was excited  to have scored his first hole in one.,2.3548737258447363
She didn't want to binge eat out of depression.,2.538227564779414,She is very happy no one gave her gifts.,2.4326115360322884
I decided to go for a run.,2.857738754191481,I went to the interview and was happy to get the job.,2.4761984889991773
She spent the money on going out to eat.,2.3981505755566066,She bought and enjoyed the shoes.,2.207593267854941
Ora took a bath.,2.250757556685007,Ora took a shower.,2.2742943261968485
Allison plans to pay bingo again in the future.,2.373422415660378,Allison thinks bingo is boring.,2.4032162799291883
Nya missed the parade altogether.,2.3630762750469665,Nya was excited to be able to watch the parade.,2.3183877143255467
So Tom moved the plant to a window.,2.409821158835771,Tom closed his windows to block out as much sunlight as possible.,2.6512339465628196
Ranger fans want him to go away.,2.4315821857668887,Ranger fans are looking forward to his return.,2.3873113258256753
Avery dropped out of school.,2.558680403038896,Avery finished her project early.,2.0997325579500647
Chester immediately threw out the shirt he bought.,2.3661524760790984,Chester was very pleased with the shirt he bought.,2.27047642036514
Gina wished she hadn't wasted her day.,2.3736781944276784,Gina was glad she had wasted her day.,2.3961985348528847
All my clothes smell great.,2.4025020161532677,I will do laundry right now.,2.3646847893260756
He was happy.,2.840231089213065,He was disappointed.,2.982079882702405
They were so relieved.,2.4591452642142757,They were disappointed.,2.4505198911504045
They walked around campus and got invited to a party.,2.298218866282303,He thought college was going to be miserable.,2.3654550051734327
She listened to a book while she ran.,2.429112701600446,She was glad she is never bored of music.,2.6493547280434893
She lasted the whole night.,2.8870113138662217,She turned on the stove and made herself dinner.,2.8964635508748593
Sam had no car.,2.629750041968183,Sam was unhappy.,2.770365749084967
Winter is the season that sees the most skiers.,2.8773165718588016,By the time she got home it had become warmer due to spring.,2.5390117009213102
He was happy to be in Iran.,2.4062141628043165,"He left immediately.,",2.8230256994865495
The girl said yes to Andrew.,1.9631960988937731,The girl cried hysterically.,2.541666035051688
Amy then left the airplane and drove home.,2.2778695145583296,She boarded her flight just in time.,2.2098097978101188
Paul was very frustrated.,1.7276992169071772,Paul was very pleased with his results.,2.1094440098214595
The mouse got away.,2.578765687812187,The cat decided to lay down and take a nap.,2.897512949528168
Neil found the trip stimulating.,2.6577889185745205,Neil found the trip dull.,2.7318101469785097
Mary was very happy.,2.472814822793369,Mary felt unappreciated.,2.6300825304495845
Gina and her sister had a great time together.,2.4779096244384613,Gina disliked spending time with her sister.,2.5681529311604487
I went to swim and enjoy the sunshine.,2.2809775035242126,"My plans were ruined, and I went home.",2.5205146001917482
Arnold loved his girlfriend's cats.,2.421014516121646,Arnold dumped his girlfriend.,2.625625595860553
Leah gets fired.,1.7152318281943206,Leah gets the job.,1.5356640843382403
Bob felt very energized.,2.8075858240868174,Bob decided to stay at a nearby hotel for the night.,2.687660006578255
I cheered when the Beatle came under the spotlight.,2.6710930432109983,I began to tremble uncontrollably with terror and dread.,3.0529650120174274
Joe liked how the blinds let in the warmth and light.,2.6219112411795322,Joe was pleased when he put up the new blinds.,2.7679193352726807
Joey knew everybody was just teasing him.,1.8971859864029734,Joey took his baseball and went home.,2.029818359793257
He made sure to buy rechargeable batteries this time.,2.570883311806745,He made sure all of his bills were paid on time.,2.7750839799684455
Now I can bike 30 miles.,1.9079530803804317,I am so out of shape I can't even bike a mile.,2.0191493814208563
That was the best trip of my life.,2.5540630088292606,I decided never to go camping again.,2.326643534077744
I was worried about my grade.,2.465446019784811,I was sure I would get an A if I didn't turn in my essay.,2.47995907554099
Sally hopes to lose her job.,1.9639299651890105,Sally hopes her boss will keep her.,1.9003686703188654
We found we made a mess in the kitchen.,2.5243464291152637,We decided to sell our candy to a local boutique.,2.455592745398936
Will started to listen to his teacher.,2.3184361931968724,Will wanted to be a janitor.,2.4120630324519263
Emily was reprimanded by her parents.,2.2565023383933833,Emily's parents cheered her on.,2.248591855609228
We enthusiastically played the game till it got dark.,2.3949822456684497,We put the gear away and went our separate ways.,2.4354386750601824
I was successful.,2.4195602244422902,I decided to quit using the computer.,2.079679720836136
She was the first person to arrive.,2.359554825550366,I was better for her to be late than to be unprepared.,2.389593686253452
I thought Jack was very polite.,2.8210875598877863,I thought Jack was very rude.,2.841024449987674
Gabe decided to purchase a desk for his room.,2.379669137413373,He polished the wood after he built the desk.,2.436257621040335
Jerry decided later it was easier to collect unemployment.,2.5396315459982013,Then recruiter set up an interview for Jerry.,2.272612363659513
Emile eventually got a job as a chef.,1.5566300180747068,Emile stopped talking to his friends.,2.165791665748351
She caught hypothermia.,2.6849108229086225,She finished her latest book.,2.516930225269165
Harry wished he wouldn't have went.,2.79369219362653,Harry was so happy to be in the goo.,2.912843707323185
He no longer had any interest in wrestling.,1.8830360970011513,He retired early due to injury.,1.9547834510427662
Joan felt bad about the dinner but glad she was assertive.,2.6451666801910116,Joan went to the restaurant the next night.,2.6690054177608213
Jesse's parents were upset with her.,2.497281758477248,Jesse's parents were excited to see the tattoo.,2.288394813341971
Juliette built a volcano.,2.449042838265708,Juliette was bored.,2.3691711503788264
Rob finally left to hang out with his friends.,2.235444864114242,Rob was very happy about spending time with Jaclyn.,2.0264956367799813
All of the eggs landed safely.,2.577406430887537,Sharon broke all of the eggs.,2.466716973094516
Ella had to be taken to the doctor.,2.438744551797923,Ella was unscathed from the fall.,2.3906027939216297
Bobby passed the football for hours after the game.,2.7547828754938406,Bobby took time to recover from the injury.,2.775909612230246
Susan was upset with the whole ordeal.,1.9038920840097247,Susan was very happy with the experience.,1.9652536537219205
The cactus flourished under his care.,2.401338942560801,The goldfish were very happy and healthy.,2.747285704930362
Gina went straight to bed.,2.657133356108542,Gina decided that it wasn't late enough and went back outside.,2.618789705582419
Avery's parents were proud.,2.293507293207858,Avery's parents were ashamed of him.,2.4270324272364654
The orchids would be ugly.,2.5574696576908273,The orchids would be beautiful.,2.40198057146571
And asked her to marry him.,2.6460033321822345,And he started laughing hysterically.,2.69247336260488
Tommy had good friends.,2.4655674058310315,Tommy had bad friends.,2.4168695538770515
We went to a dentist who pulled the tooth.,2.9245429548166397,We had a week of hell as her tooth came in.,2.8219814803753556
Amelia decided to never go back to Mexico.,2.386612167768938,Amelia decided to vacation to Mexico more often.,2.1610286132733174
We told the kids that Santa must have share with the reindeer.,1.8385585154680195,We told the kids it was thanksgiving.,2.0659181088073275
She was so grateful and promised to pay her coworker back.,2.3811025794289122,She did not want to eat.,2.1066803791649287
The government continued to fund computer labs.,2.016229065617861,Kids suffered from the computer labs.,2.1646537218427335
The baby even pet the dog right afterwards.,3.0332411881642116,Officer Dunn was shocked about what his dog had done.,2.7722815699686802
I cleaned my motorcycle after I got home.,2.2126429016901143,I changed the wifi password to enhance security.,2.624190967834315
Ryan got fired.,2.074627619054797,Ryan got promoted.,2.233824712940415
The man stopped at the rest stop and got out of the car.,2.2800109493576928,The man kept driving for a few more hours.,2.274357437254501
Josiah crawled to his mother and took the toy.,2.0511721053270087,Josiah rolled over and played with his feet.,2.302368700448927
I brought a dog home since I have so many dogs already.,2.4773964524048235,I drove home with the mini pig in my car.,2.4901528284675423
All his classmates were very supportive though.,2.52832376142693,His classmates taught him to overcome his fear of heights.,2.639259073065266
Matt and Lexi had a great time at prom.,2.3613135308994035,Matt was miserable at the turn of events.,2.391499189364654
She was heartbroken.,2.5539475974520736,Shyanne was overjoyed.,2.5370513247578663
John had carrots instead.,1.9300585466860898,John devoured his pizza.,1.6430209303257932
Then we collapsed on the couch and slept past noon.,2.1879968651131483,We ran in hopes of improving our speed.,2.539916052720864
Ally used the three hundred dollars to buy clothes.,2.548103392551653,So she bought a new cell phone.,2.3340692285835836
The worker thanked Mark for his patronage.,2.775727813910081,Mark has a court date next week.,2.727511861450638
I can't wait to to start the paint-by-numbers set!,3.27008605583555,"But in a moment, I'm going to start the puzzle.",3.0695017399322535
Rex loves cleaning the bathroom.,2.1219577162670347,He feels better about his room.,2.3609798767937717
I aced my exam.,1.8476161522325423,I failed my exam.,1.8992016862353103
I washed the blue shirt.,2.014560813800797,I wore the blue shirt.,2.1197080088971827
He fell asleep.,2.222293153482286,JJ stayed up all night.,2.2017629060028403
Todd is proud of himself.,2.5498754482658463,Todd decides to study as much as he can before tomorrow.,2.380458745472181
Maggie was happy to have a new companion.,2.5227335407544516,Maggie wanted to be alone.,2.434964737330233
I did not have anyone to talk to though.,2.7113662906871494,"When the ride was over, we parted ways.",2.316166947614425
"Eventually, she hated all men.",2.438864189346538,She felt better playing with a group of nicer people.,2.3199899664450347
Bobby was bored.,2.7360240403779414,Bobby enjoyed the carnival.,2.5856385190011935
Al and Val went out to eat.,2.452206160509081,Al felt even lonelier as time went on.,2.500181051418943
I wish I had gotten more tickets.,2.482677403500061,I now drive at a normal speed.,2.59636534382548
David learns to play piano.,2.8543603545622043,He has a great time in Oregon.,2.315670120808613
But it was worth it when she saw her straightened teeth.,2.398914665665933,She couldn't wait to get her braces tightened each visit.,2.3033828266212617
Jayne ate a delicious meal from the fruits of her labor.,2.6399818012545997,Jayne decided to set fire to the garden and destroy the farm.,2.627681697107512
Amy then drove to school.,2.4732279859268833,Amy then had to walk to school.,2.5891693643073115
Rod died in the fire.,2.4512873993418802,Rod was proud of what he had done.,2.721715050030495
Barry voted.,2.012394815629717,Barry turned around and went home.,2.3395666170836686
"She moved into a smaller, cheaper apartment.",1.4969974902635257,Amy signed a lease and moved into the apartment.,1.3676496560742155
I got to eat the slice.,2.522831047251072,I ate a hamburger.,2.7399910290225447
May and Cathy got along greatly.,1.9604970439778522,May went outside and Cathy never saw her again.,2.235918921438991
Monica was pleased to see her friend admire the homemade gift.,2.2028847130852984,Monica knit the scarf to donate to an orphanage.,2.0680708682282933
The suspect decided to turn himself in.,2.5121409693532804,No one seemed to notice the suspect.,2.626205427229965
But eventually they get together anyway.,2.3894824810673905,The boy and girl's parents are very happy they love each other.,2.0538958610944253
I was thrilled.,2.8211731132145657,I was completely bored.,2.917019529291175
I drove to the beach.,2.2646083930523524,I decided to visit Vegas.,2.3676349373933165
Steve's wife was ecstatic about the gift.,2.5996380140874717,Steve's wife filed for divorce that same day.,2.6626777401582227
John went to the movies by himself.,2.503482697727548,Jon loved spending time with the kids.,2.241309725935861
Ben was fascinated by the string.,2.248492649746548,Ben went for a run.,2.413517383487186
Juan decided that being  luchador was a stupid aspiration.,2.7678532914693204,Juan was very successful eventually.,2.7820300139389325
They finally decided on one boy name and one girl name.,2.590707216430232,Tori had to go to therapy because she was so upset.,2.425618122396947
Sara was then able to stop by and get food.,2.800817296602111,The food was too unhealthy for Sara.,2.802458867889589
They decide to be lab partners in their class together.,2.8885508159697553,Rufus is happy to have a friend in Geometry class.,2.7463149764902597
He was happy to get the Chemistry set.,2.763273337936153,He was disappointed to receive the Chemistry set.,2.6202849236373758
It ate the territorial hummingbird easily.,2.471014000613096,I shot the rat and tossed the body into the garbage.,2.8120408912823263
Lo figured the math problem.,2.8403883526290103,Lo had the best costume in the play.,2.6444911154308604
We later decided to start a small band.,2.7015214992395515,"Later, my manager told me he didn't like the beatles.",2.6206332702166555
Tyler got depressed.,2.2652397531023722,Tyler was elated!,2.2388490411213597
She was excited because she loved going to the dentist.,2.0142210282755957,The dentist was able to make her tooth feel better.,1.8639501955222755
Derek never read again.,2.1897253728258925,Derek now read all the time.,2.106588808185401
The bar asked me and my friends to leave after a while.,2.619044981275748,After that we all decided to go to a restaurant.,2.7066162007812755
Pat got in his car and drove to work.,2.738727288297911,Pat felt silly for pretending to be sick.,2.7272265344183557
Greg filed a police report and they eventually caught the thief.,2.336079598431474,Greg judged the chili cook-off competition.,2.549403754713188
"He had a miserable weekend, but told his girlfriend it was great.",2.6709464174029964,Johnson was an avid outdoorsman and hiked often.,2.512442935174604
Pete kept the wallet and donated the money to charity.,2.4380590629709227,"So, Pete kept the wallet and bought a new TV with the money.",2.3311967747242144
Sally thought her sister was cruel.,1.9814993557571705,Sally felt better.,2.083649462480377
My son died and we buried him in the graveyard.,2.7654499516589626,He has a scar from the stitches.,2.4867617162724542
Lorelei calmed down after getting the teething biscuit.,2.2125364977322386,Lorelei chose to get flowers.,2.6111751164476886
The ducks liked me a lot.,2.8004715415204893,I ran away from the ducks.,2.77777528889427
Lewis started to dance.,2.644065851161351,Lewis laughed and told them not be afraid of the bats.,2.5722152965828573
Sara made the purchase enthusiastically.,2.2506841136538256,Sara decided to buy a Viola instead.,2.1118536670241115
Bill started to get ready for school.,2.5515186630152034,Bill felt relieved.,2.6524551167102968
Martha became an expert seamstress after a while.,2.441653377826675,"After a while, everything Martha cooked was delicious.",2.239413556598493
Both cats were very healthy.,3.0066059120285455,I took him to the vet to treat him and he got better.,2.954515054296815
It ended up dirtier than it was before.,2.5851356163101302,The carpet looked almost new after it was cleaned.,2.4356188457382615
Being healthy isn't always fun.,2.564968014627036,She loved the donut she was eating.,2.4398255475744404
Anna ate all the wings as she drove home.,2.1719662422798747,Anna was happy with her meal of lasagna.,2.4232448076944357
I never watch television with my brother.,2.9753102252806376,I agreed to let my brother use the remote first.,2.608996505685962
"When the plane suddenly corrected, Ivy felt a wave of relief.",2.297813170251941,Ivy was glad she had chosen to fly.,2.3350652377952694
Joey felt proud of himself.,2.3839112364891317,Joey wished his parent's appreciated him.,2.3454780432853632
John decided to bring bagels to work.,3.0187917964506905,"John reworked the presentation, and it was a great success.",2.7596115948682614
Gina stole al the soap that was in the bathroom.,2.45555060963421,So she had to settle for rinsing her hands off.,2.718509700193632
She then yelled for them to get back to work.,2.678343547201525,"The family sat down, and enjoyed a meal together.",2.835364123041588
"Then, Emmy's dad said she could keep both kittens.",2.5508698602001183,Emmy left angry because she wanted a dog.,2.7282010762689657
Kyle was really into Marvel heros.,2.2465982600142977,Kyle thought Superman was a ridiculous construct.,2.3547093655726647
Francine was glad that she wore comfortable  shoes!,2.0322249499492093,Francine  retested  the formula for the missing genome.,2.7532542025154534
"When I got older, I had to stop jumping out at people.",2.5729613916133682,People were very happy when I played this game without them.,2.744314954463916
He bought lemonade and made us feel welcome in the neighborhood.,3.1864421713425295,He poured our lemonade onto the ground.,3.3159937168774745
Jorie admitted it was a very emotional tour.,2.793778072858051,They decided to visit the comedy club upstairs.,2.8882442867498557
Clara liked being outside.,2.620235900793399,Clara's mom helped right away.,2.394945503348473
I was angry and confused by the letter.,2.6652516223623905,I was very happy about the letter.,2.8120558410299847
His wife was proud of him.,2.1192163353418705,His wife found out and they got a divorce.,1.9237022578990128
The man eventually blinked.,2.561018051186524,The man wanted to lose his bet.,2.7728122385952685
Shay had a great time.,2.7516995612369337,Shay really didn't like dolphins.,2.7037310950268907
Lia hated going to England.,2.5775402688786704,Lia took many photos of Stonehenge.,2.6228222136689645
I mopped up the mess.,2.2332202922755604,I left the mess and made a sandwich.,2.2983641030568527
Arthur felt good about taking the last one anyway.,2.6906723426920975,Arthur ordered another round for his friends.,2.6478950528435385
Jill was excited.,1.3663274317888932,Jill was depressed.,1.4507877751433174
Jaden's girlfriend slapped in the face.,2.5537105221447494,Jaden had saved the day.,2.4693594294225316
He was able to ride the bike just fine without them.,2.478128001120115,"He realized biking was not for him, and took a nap instead.",2.484749602779256
Quentin was glad that he went.,2.4277146235022786,Quentin vowed to never go sailing again.,2.5017021835979385
The cook praised him.,2.3395550518211103,The cook decided to remake the pancakes.,2.0528725716016623
"After watering them more, my plants look better than ever.",2.393186858010893,I didn't water them again.,2.624680011663399
Jill and her sister could not play any more videogames.,2.221913447777254,Jill got better at video games.,2.219545685451125
Then I fell asleep until the next morning.,2.7298756375463724,Then I imagined that I was Buffy and went running.,2.7122789046631914
Drew always wants to obey the law.,2.583109699072548,His mother was very angry.,2.586818465602307
The baked eggs were great.,2.7408784899401226,"I left the shell on, and ate them whole.",2.713600974239545
The boy was grateful.,2.811219129503006,The boy was angry.,2.9042898406051547
He enjoyed watching the game anyway.,2.779503208573379,Tom thought it was the best hockey game ever.,2.7912507809670495
Trip enjoyed the flavor of the seeds.,2.486746172819143,Trip stopped eating watermelon completely.,2.4374510106377176
Angie decided to tell the requester to reject more of her work.,2.2244516019457925,Angie tried to discuss the issue in detail.,2.291915880768407
Trina's dad scolded Trina.,2.3199793766514523,Trina's dad taught her how to dance.,2.297183580386449
So Ned gave him his own cotton candy.,2.452990060234156,He bought more cotton candy for the boy.,2.489103433737602
Sebastian felt like staying inside that day.,2.385807451712175,Sebastian walked outdoors and went for a walk.,2.475009696059647
"His brother yelled at him, and slammed the door.",2.752957045120225,His brother was grateful.,2.6487733427151285
She wondered if the cashier had stolen her information.,2.236024601602383,She made sure to thank the fast food cashier.,2.3750274787068353
I decided not to buy the painting because I didn't like it.,2.592661435452168,I purchased it and brought it home.,2.839681639826046
My boss fired me on the spot.,2.1173330849153826,I received the promotion I wanted.,1.9469262733969512
She gave Dan the train.,2.343149974510415,Dan's mother told him to get ready for school.,2.4625039581247723
Then Gina placed the purse right back where she found it.,2.4201161511793483,Then Gina told her mom where the key was.,2.2274266827517186
The man moved to Texas.,2.150031944909437,The man moved to Kentucky.,2.094602183916649
Tim was thrilled.,2.4673762755444515,Tim was terribly disappointed.,2.4220697852606197
She decided it was not the right cat.,2.2239932130469002,She took the cat home with her.,2.12373867474747
I was rushed to the hospital.,2.610920368843013,I got up and got right back on the balance beam.,2.206999137591614
We each bought one dog.,2.442695638318865,We did not like the dogs.,2.670749006975601
Johnny began planning to move to Boston.,2.1538326248386452,Johnny was happy to be in a small town.,2.182331602252532
Joan's mother didn't speak with her because she was unmarried.,2.5054459484756753,Joan felt good at seeing her mother's face.,2.497535950308295
I began to write more.,2.720682566639784,I went on many dates.,2.785626272928992
My daughter never forgot her field trip.,2.6457906534108275,My wife and I had dinner that night.,2.8121189883633404
We befriended the bouncer so we would get into the club tomorrow.,2.5764773046237233,The bouncer did not allow us into the club.,2.799127201886406
I cut myself on a small piece.,2.520574739661618,I loved the way the glass looked now.,2.3765722829549514
That helped her figure out which car she didn't want.,2.2273522487962283,That helped her find what she wanted.,2.1081887563140507
Sebastian was disappointed in hit performance.,2.7823819253894038,Sebastian was happy that his practice paid off.,2.4631234158796955
The mother gently sung the lullaby to her baby.,2.212541175341446,The mother played some hip hop for her baby.,2.4681734083475755
Some people noticed and Johnny got in trouble.,2.4010199798555387,Everyone was really happy because of Johnny's behavior.,2.4367632490165687
Amy felt so much better.,2.6731911866530167,Amy felt terrible.,2.725976006438146
Joe was very proud of his team.,1.9952550271501146,Joe was very disappointed in his team.,2.004025553955451
Mark was very happy.,1.837174894488836,Mark was enraged and stormed out.,2.0456843595285346
Elaine found it easy to make up her mind.,1.5523420637340846,Elaine found it difficult to make up her mind.,1.4933499207534136
3 months later he received an acceptance letter.,2.43043251966959,He never thought of it again.,2.7309150819350982
Matt and friends walked home and slept it off.,2.0670908538230535,Matt did not care about the missing phone.,2.410247953054582
Everyone had a great time.,2.560023963514948,Bindu hates her friends and parties.,2.3511906726974248
Tyler made cupcakes to show off his baking skills.,2.3915948447179947,Tyler takes a quick shower and gets to the bus stop on time.,1.9506028070469075
He was diagnosed with diabetes after gaining forty pounds.,2.6252147960013477,His doctor was very pleased at his next checkup.,2.5994758336790564
She decided to watch her favorite comedy show on Netflix.,2.830425333655022,She screamed and pushed her brother away.,2.5208293811114473
Stephanie pushed herself up with her hands.,2.697420085526074,Stephanie could not get up until someone found her.,2.720060231968106
Roy decided to leave the fish in the refrigerator.,2.9418382067921565,Roy threw out the old fisher and everything smelled better.,2.9576304489032355
So he repaid them for college.,2.1703838226626853,Jimmy called his parents and cursed at them.,2.3696505694195413
Her date arrived and complimented her appearance.,2.4212620684140393,Jill and her friends had a fun girls-only night out.,2.2183271548945394
The old woman refused to give back the banner.,3.096092735353862,The old woman was delighted to find the fur coat.,3.3258451878252124
I never ate pumpkin bars after that day.,2.1848647876943237,I made pumpkin bars later in life and they reminded me of my mom.,1.9272364429062665
Tim decided he wasn't interested in birds anymore.,2.656488912382952,Tim and his grandad found a hobby that they both enjoyed.,2.392537825081076
He gave him another scoop of ice cream.,2.7411672334301995,He refused to give him another scoop.,3.021209940901763
Laurence and his family drove to their new home.,2.070032282050339,Laurence put all of their belongings back into the house.,1.9442544903150942
She had to buy a shell after all.,2.877743091078943,So she brought one home and gave it to her crab.,2.958465391971158
Westin cut a perfect slice from the cake.,2.613374591266354,Weston and his wife kicked out the intoxicated person.,2.774923742942002
Joe laughed about the experience.,2.7134789557426666,Joe was angry he got hurt.,2.6701699809604227
Tim was very determined.,2.4503067095315973,Tim had little determination.,2.6157869891482077
The person apologized to Henry.,2.9827773602347682,Henry was happy and thankful.,3.13506801503887
Tami made the basketball team.,2.3340291712658088,All the players were good but she made the team.,2.0648409151103557
"Their mom enjoyed her new, broken vase.",2.679271781250147,The glue held the vase together and their mom never found out.,2.662404080892908
Steve wondered if they could ever get back together.,2.3610746350795053,Steve drove an hour away to go to a strip joint for drugs.,2.5671437333483356
She wore them proudly to the next party.,2.019450262026815,She was jealous.,2.280900155509907
He decided to go turn on his heaters.,2.462239199041778,He then decided to jump into his pool.,2.6423494906131126
He was deeply unhappy but afraid to leave.,2.9988464946501017,His eyes glowed with excitement.,3.0825093718988037
I am a biologist who studies snakes.,2.7560194708440857,I followed the road back to my car.,2.465331364398778
Mary crashed into a poll.,2.2336324570100468,Mary kept driving and drank it anyway.,2.065267900559868
He never regretted his decision.,2.158509508214926,"He was so depressed, he became an alcoholic.",1.9519677560536144
Quinton felt depressed.,2.733394811848999,Quinton was so happy.,2.825172936332211
He ate a muffin.,2.8848800234391545,Igor took a cold shower.,2.3024068356160314
Tara still enjoyed listening on her own!,2.487667582072489,Tara was a mean girl.,2.5513450360596015
We took the tour and enjoyed the history of the place.,2.3566659443046456,We left the White House abruptly and did not take the tour.,2.3172224329929905
She hates music.,3.2467391984281195,She wanted to play the drums.,3.0333921840740805
Maggie was encouraged to do more.,2.5376066107652075,Maggie gave up the piano.,2.422252381916614
I am glad I signed up.,2.6757823995971717,I regret signing up.,2.7225014509014906
He decided to serve meatloaf instead.,2.339143920329874,They all enjoyed the meal.,2.470927105139618
Ryan was blind.,2.883692260903449,Ryan decided his job was rather dull.,2.9215863646966307
Johnny told the teacher he was happy.,2.1805443683989627,Johnny told the teacher he was upset he didn't get more colors.,2.1074256984989974
Jill hoped they would find it soon.,2.7505009746368216,Jill was glad she did not bring Joe.,2.897748355041891
Ella did not ever become good at piano.,1.9740073453344842,Ella then became a star piano player.,2.0276237078792323
Dave was against the second amendment.,2.175968701337628,Dave bought it and enjoyed his purchase.,2.1755736728406427
Rose was so warm that she took off her jacket.,2.613541756298571,Rose shielded her face from the wind.,2.5917025869718158
Drew was glad his project would be free of any mistakes.,2.7602268686772096,Drew had to start typing the paper over again.,2.5111001497808645
Sarah's father took back the telescope.,2.3442814998118866,Sarah loved her new telescope.,2.157084449997331
Melanie decided that the room looked perfect now.,2.5797237312957777,She decided to put a rug over the stain.,2.4887416103833906
We woke up to find him sneaking in the through a window.,2.365659281282435,"He sat down at the table with us, and we all had drinks.",2.6533399962917157
My parents want to live together.,2.785132725390329,My parents was to live separate lives.,2.7474058522442513
The new baby was a boy.,2.0658970949761484,The new baby was a girl.,1.9618873304139035
Monica and her friends enjoyed the doritos before the next Dare.,2.048330325652666,Monica could not explain why her friend had stolen the doritos.,2.3365892492219085
"Finally, Ray  asked his friend if he had a spare toothbrush.",2.2871733170773068,Ray did a good job brushing his teeth.,2.289328779579264
Ellie was felt prepared for her schooling.,1.8948385312009715,Ellie decided to skip school the next day because she was ahead.,1.94562699243561
He named it Don's Comics.,1.8660865768936918,Don threw his comics in the trash.,1.9151351354714197
Arnold took a relaxing shower with the bat.,2.5905351499015596,The bat flew directly toward the source of the scream.,2.510522109262482
Sean decided to go to a shelter.,2.3267131034294897,Sean eventually moved to a huge house.,2.4675953332713405
They decided that they could not make a meal.,3.1966430443872276,The two hobos ate their cheeseburgers.,3.0974288619860944
Judy and Bill were highly unprepared.,2.8856998863519383,Judy and Bill were very prepared.,2.734856145424862
Sal was furious with his wife.,2.523168137671108,Sal's leg eventually healed.,2.585196094928135
"After that, we got a divorce.",2.9109101343078123,Both groups had a great time seeing the movies they wanted.,2.5852761827729323
Amy decided to go swimming.,1.985897502474728,Amy was surprised that she did a good job.,2.1059107338159953
Kay's raft floated.,2.52173280869721,Kay used the raft for firewood.,2.4559968870040327
Max consistently failed.,2.816178559469494,Max's teacher's praised his creativity.,2.6844197347409913
She knew he was someone she would always remember.,2.5588986133671243,She realized how boring his life was.,2.59141720125424
